Protein ID	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT...49	MT...50	MT...51	MT...52	MT...53
E9PUQ8	3007.4263	2272.6499	3530.7922	2964.8872	1986.1023	1677.8135	2609.636	2423.6768	3213.3235	1504.0575	1946.0664	0	0	0	0	0
E9PUR0	7634.4746	7091.8706	8477.376	7646.2324	5214.8237	5827.3643	7148.644	5474.6758	6921.5581	4979.647	5880.9995	273.8559	0	0	0	0
E9PV24	153754.5378	220327.3139	243677.2414	191518.5957	177252.9028	766125.2039	164446.4631	284153.1234	292798.6397	675188.0224	130065.0956	17072.9602	313.8044	0	0	0
E9PV38	16176.1562	8211.1643	20540.9688	13319.2617	18190.8101	5940.8992	18838.283199999998	11548.6841	15733.520499999999	5395.3452	14992.6553	0	0	0	0	0
E9PVA8	168019.3245	125963.2081	225649.0117	158168.6737	144523.1492	128549.4203	167335.8579	145379.1374	177332.0616	105646.05369999999	149865.5065	1922.1897	1556.3355999999999	0	0	0
E9PVZ8	164953.7337	128629.4984	221726.4366	169768.5733	147566.047	129623.7905	167714.4578	138402.7202	171857.4452	112727.5746	133195.2427	2496.6387999999997	1134.9681	0	0	0
E9PW37	41309.5283	22744.9159	48642.518299999996	31706.8128	35337.1926	20916.036200000002	36989.486600000004	24311.1787	39420.7799	17706.028000000002	29928.0548	434.3945	701.9914	0	0	0
E9PWQ3	367513.2269	415858.0812	549748.8203	475999.26660000003	425109.4802	520679.2835	490004.912	335803.6605	518737.4426	377699.8331	419561.3664	4965.6535	4188.8198	0	0	0
E9PWR4	17851.5107	13851.8766	22423.8566	17116.676499999998	16828.3662	16486.1223	18199.3865	13910.556700000001	19152.816000000003	12906.5845	16326.4374	0	0	0	0	0
E9PXF8	9884.3579	6418.8056	14242.5957	9671.3619	7481.196900000001	6645.1053	10693.862	7863.2888	10605.1999	4644.6612000000005	8408.7127	0	255.3562	0	0	0
E9PY03	25087.1855	10385.9766	33701.4609	20171.1973	24317.3496	10610.1826	25846.166	14372.9072	24491.1758	8610.3486	23897.627	0	0	0	0	0
E9PY16	34010.4693	26395.1152	43409.0048	36322.0762	30547.2447	28245.856900000002	33680.7993	31305.659200000002	34766.6993	23415.7708	28210.813000000002	806.2394	681.708	0	0	501.8518
E9PYD1	4610.9492	2789.9238	6487.9038	4209.6982	4167.3184	2632.1328	5024.5718	2851.1008	4427.6289	2403.8723	3255.8044	0	0	0	0	0
E9PYF4	264686.245	188417.3802	324566.7278	244731.8577	199953.6541	152988.72950000002	228906.02	186607.1947	261381.2163	134172.6063	188922.247	2902.7132	1327.1422	0	0	0
E9PYK3	25545.7929	24350.1958	31112.8432	28726.3858	21738.8884	28221.5347	23726.332300000002	23203.9658	25710.3383	23625.3953	19676.970699999998	893.4462000000001	0	0	0	0
E9PYP2	3727.3777	3286.8269	5065.855	5054.5674	2954.4534	3269.8342	3013.7014	3527.8242	4005.6797	3042.0457	2502.4763	0	0	0	0	0
E9PYY6	9652.7461	5053.2827	13566.5381	8975.248	10236.1025	5183.5415	11374.5596	6602.0488	9710.4404	4290.4512	8847.5527	0	0	0	0	0
E9PZ36	1505.2739	1708.5587	2599.9749	2849.9595	1567.9962	1454.182	1390.2726	1587.2092	1425.1658	1519.0977	1245.9552	0	0	0	0	0
E9PZM4	7395.2571	6534.277599999999	11507.5971	10668.6553	8244.2742	9271.8481	9369.5444	7831.3976999999995	10435.2837	6395.3848	7304.9246	309.8009	0	0	0	0
E9PZM7	36604.1196	26262.177000000003	45714.7758	34032.2142	30524.174	29517.2817	33491.0286	25615.3465	36194.5393	23190.446	27455.225899999998	598.5772999999999	0	0	0	0
E9PZP8	12215.0986	8524.25	15219.1885	10900.7451	11041.3809	10502.7441	9216.7461	10279.6689	10970.0527	8072.3027	8862.5186	0	346.2219	0	0	0
E9Q0S6	189300.9644	146130.3726	258743.27120000002	185438.3633	176069.0778	155314.6589	185059.5043	140631.4375	207991.3638	109506.6421	166874.94	2565.9081	252.0351	0	0	0
E9Q137	43468.399	29701.5629	52387.5351	42463.8545	36177.6305	25666.5969	39887.4264	31984.5249	40957.3916	24241.606	31430.5638	0	1125.4021	0	0	0
E9Q166	423.5335	295.6173	502.6545	636.9926	510.2834	369.8527	451.8173	504.7033	749.6168	570.6893	0	0	0	0	0	0
E9Q1M1	10388.9961	7968.3687	12959.0776	10591.9785	8536.6516	8998.4663	10087.8267	7684.72	11407.8482	6045.9205999999995	8514.2319	0	0	0	0	0
E9Q1P8	29464.3066	22940.2612	40150.7519	28639.8194	25285.9049	26656.949800000002	28627.2598	24431.3379	28972.6191	20760.2847	23444.5127	314.4092	407.2761	0	0	0
E9Q236	78004.3324	58852.5018	110155.5085	70009.9906	79308.9458	76012.3712	96619.5755	56519.9672	88462.2656	50815.7728	82312.8037	920.2053000000001	1008.0028	0	0	0
E9Q238	8062.1504	4951.5659	9152.4834	6812.0645	6330.2251	5348.8115	7409.7134	4844.8164	7083.8301	4042.0999	6279.5054	0	0	0	0	0
E9Q2E4	5103.292	4036.4626	6686.3027	4645.3032	4101.293	4850.6714	5250.897	3464.9143	4693.2544	3647.7329	3727.8684	0	0	0	0	0
E9Q394	10689.562	9793.6448	14264.101499999999	11267.3094	9892.0032	11271.194800000001	11906.0103	8499.1677	11376.378700000001	7565.6164	8860.336	0	0	0	0	0
E9Q3C1	3626.6685	2358.0269	4019.9465	3397.9487	3437.0493	2749.8418	2953.9639	2290.3694	3662.7058	1780.3927	2725.678	0	0	0	0	0
E9Q3G8	55289.322400000005	48412.7495	73743.2053	61355.5123	48101.8228	49317.1136	52378.7051	47769.4833	60825.1166	43652.2491	41499.8262	257.6045	393.7053	0	0	0
E9Q3H6	2624.8516	2050.792	3723.9556	1670.3392	2573.6074	1310.2874	2261.2788	1433.9574	2578.9736	1517.2306	1938.9806	0	0	0	0	0
E9Q3L2	80637.2139	62029.1895	102148.16159999999	84273.8427	73327.9697	63276.5411	81992.555299999993	63350.3127	80276.4822	49841.647	68157.3324	1230.2889	530.4783	0	0	0
E9Q411	9495.242699999999	8785.410899999999	11589.0368	9279.4314	9284.041500000001	8112.6481	9832.3172	8688.0574	10900.6638	6797.2684	7321.3998	0	0	0	0	0
E9Q414	24959.771	19792.6933	34553.3794	22046.8791	23005.7173	43026.5083	22621.109099999998	20269.9381	28158.8334	26752.7324	18438.4716	885.5184	0	0	0	0
E9Q4Z2	35538.5767	27539.2671	50379.9529	42674.043699999995	38522.8186	20739.1549	35040.6443	26034.1386	45383.421	15057.8557	35274.4476	0	446.2047	0	0	0
E9Q512	86553.5769	60866.4145	120034.3379	81458.5434	75322.13	54889.8522	86744.7182	70093.4343	84197.887	52171.5332	75637.4015	2663.2538999999997	1656.7148	0	298.4314	0
E9Q555	107604.4036	94313.5664	142815.2389	112497.5865	95430.0114	79397.3311	97433.1621	95858.26000000001	111915.8168	83717.2141	89695.2412	565.4965	0	0	0	0
E9Q557	70069.2221	90076.9617	83399.6901	80266.9796	55839.549100000004	125842.44649999999	59937.7441	63000.8159	81757.4249	75353.9114	45002.0743	1274.666	0	0	0	0
E9Q5K9	536.1136	512.5919	620.803	740.0984	265.8278	451.2762	898.2487	297.8752	807.6407	299.2738	666.3113	0	0	0	0	0
E9Q616	114914.3239	167280.65	157067.4618	165861.2321	100077.8339	271529.7911	111664.05589999999	160736.2695	150801.2392	184404.0931	93693.833	3864.3199	652.0135	0	0	0
E9Q634	71383.2213	64240.6258	88197.86	72188.9239	61513.9129	74168.3658	63063.3176	63720.2531	71904.6125	61931.3456	55213.5159	0	0	0	0	0
E9Q6E5	3061.0803	1703.4727	3193.4399	1981.6409	2197.6992	2168.7329	1491.3982	1989.2411	2666.9841	1251.5551	1838.884	0	0	0	0	0
E9Q6H8	11352.7725	8455.2598	14654.6387	10151.0916	11314.2693	9660.1028	10742.1616	7757.3477	11623.855	6935.8459	9160.3913	242.126	0	0	0	0
E9Q6J5	6860.4382000000005	6421.7326	10210.7896	8491.5784	6893.9934	7813.8013	9164.0874	6036.25	8300.843	6794.204	5944.7168	0	0	0	0	0
E9Q6L7	21057.293	10102.3145	32627.582	17190.0117	28678.0918	12144.7207	31085.0137	11472.1904	27580.7656	7629.8062	22918.6797	514.1554	0	0	0	0
E9Q6P5	20881.943499999998	15381.8479	24828.769800000002	21524.318300000003	14204.3563	10138.7522	17092.9912	15887.6634	19098.3511	11124.945399999999	15342.7287	283.9869	383.9476	0	0	0
E9Q6R7	250904.94460000002	257068.1373	327389.1825	236013.8008	192199.4334	267024.7658	218865.5155	189625.1424	313212.8978	197822.0223	191274.2547	3868.0801	2567.7061000000003	219.3161	0	0
E9Q735	30644.702	20058.1584	38301.670000000006	29665.974599999998	26308.137	21717.529300000002	33227.7662	22359.7307	30461.528299999998	15105.1998	23213.9469	549.8661	536.8426	0	0	0
E9Q784	2256.032	2394.4375	2855.365	2543.7827	2071.0618	3350.3596	1864.5441	1859.2264	2883.5718	1147.6035	2126.9036	0	0	0	0	0
E9Q7D5	41484.894	31155.771	49071.568400000004	39564.0254	37741.6175	33476.2383	42335.854	31490.6147	41746.8721	27252.1791	31862.729499999998	0	0	0	0	0
E9Q7E2	6680.2256	5723.0332	7150.3213	6446.7715	4687.6226	7012.4448	5706.3999	5320.0757	6574.0049	3730.428	5053.5454	0	0	0	0	0
E9Q7F2	2304.3879	1570.0914	2970.9016	2430.8396	2309.4324	2362.0415	1800.8665	1624.3198	1959.587	1228.8102	2032.4114	0	0	0	0	0
E9Q7G0	305135.6744	240063.9366	407524.698	302892.4356	263474.3964	309663.4336	293716.0805	269120.5106	319398.1316	234125.9102	246416.7611	3492.1354	1629.3222	0	0	0
E9Q7L0	6584.294599999999	5492.9936	9490.5644	5805.1277	5792.7641	6016.3281	7113.5171	4948.2891	6814.012699999999	4750.0676	5715.7634	0	0	0	0	0
E9Q7P9	63801.3892	43000.1317	79638.5938	75572.7608	47310.357	30741.9506	58352.4472	60380.708	53320.6822	31925.970699999998	46821.6069	0	0	0	0	0
E9Q842	11733.124	7419.3755	14942.5215	10589.2158	8274.0947	6536.8599	11516.3447	7663.5488	12030.3447	6999.5078	9431.7559	462.1875	380.0476	0	0	0
E9Q8Q6	15753.5208	12383.723	19152.6646	13994.6345	12534.8445	12796.4902	14658.9087	11999.3472	15516.2115	10616.5769	11864.9806	553.3139	303.9606	0	0	0
E9Q912	30609.2912	24669.786399999997	38440.346	29573.1886	25934.9073	28734.123000000003	32071.6076	24446.2	32219.1719	24219.020099999998	23424.929399999997	370.8467	602.852	0	0	0
E9Q9B7	29363.3242	18178.1643	41447.308600000004	29957.5742	30588.5039	14086.7176	32136.523500000003	22343.5668	28639.972700000002	13661.622	27037.689899999998	0	0	0	0	0
E9Q9Q2	1190.9634	735.6395	1957.2445	1200.0525	828.9393	997.34	1152.8146	911.3566	1399.7563	641.7793	703.4464	0	0	0	0	0
E9QA15	194346.1098	227965.36190000002	264397.7863	233630.11669999998	193578.1864	314957.4932	200380.2626	201411.0931	225854.5073	234096.726	168735.1631	6560.5585	1293.484	0	0	0
E9QAP7	7843.938	6691.9604	13265.9902	8623.8682	8535.7744	6091.5317	8281.793	5866.6436	8942.7783	5099.54	8628.5244	381.7993	0	0	0	0
E9QAS7	10121.2888	8031.0261	11440.583999999999	9204.6545	9848.8882	7690.2911	8929.2347	5165.8529	11291.3223	5886.1644	9283.9856	0	0	0	0	0
E9QAT4	2724.1737	2808.0585	4032.5492	4050.6529	2594.3304	2157.7448999999997	2594.8428000000004	1704.036	2398.3658	1682.5130000000001	2093.7243	0	0	0	0	0
F2Z3U3	15221.1433	13728.083299999998	20485.7329	16452.5674	14489.7063	16328.2036	15238.4038	10965.584	15543.3684	12209.5149	11384.7724	0	527.5175	0	0	0
F6TQW2	4156.4062	9433.3555	10477.2422	5734.3628	5643.3916	12543.8486	6752.0376	10250.6416	7738.063	9154.5547	5830.5757	0	0	0	0	0
F6U5V1	3799.4758	1713.3117000000002	4126.6218	3775.6877999999997	2232.0843	2309.4696000000004	4330.0713	2432.7498	3670.9359	1290.3766	2611.8736	0	0	0	0	0
F6ZDS4	249155.2872	183095.0039	329025.612	226057.0836	214643.4578	214353.9807	220069.40709999998	197203.7307	248814.0859	167992.2151	191859.34350000002	2618.0183	997.0596	0	0	0
F8VPK0	2793.1309	1858.561	2867.9551	2967.6174	2335.3811	3232.0212	3682.9343	2453.4802	2357.8694	2172.3792	2234.1304	0	0	0	0	0
F8VPN4	118677.0676	82196.027	159540.9136	113867.1048	127417.9924	72386.7001	137212.3352	84387.1337	131253.691	64964.0753	115153.50140000001	1134.1966	1767.7329	0	0	0
F8VPP8	19802.2422	16479.7949	27777.668	17006.6133	16854.5	21618.3652	16048.6699	14960.5371	22633.209	12931.8779	12463.0498	0	0	0	0	0
F8VPU2	51939.3804	45119.5513	65602.6827	51281.5288	45663.7251	48189.6807	51203.9112	39207.0322	56477.2564	41920.4186	38500.8506	395.942	251.7348	0	0	0
F8VQ05	4557.6792	3775.4348	6081.5425	3874.1206	3490.5032	3892.8931	4450.6685	3568.6724	4058.9177	2887.6189	3689.728	0	0	0	0	0
F8VQB6	3576.0269	3441.2913	4356.7583	4063.1299	3400.144	3507.6592	3973.8196	3345.6504	4015.5388	2626.8677	3101.5212	0	0	0	0	0
F8VQC1	13821.8906	9551.2959	19002.6035	14893.6875	12618.3477	9079.7109	15847.1338	11367.9189	14466.7529	8219.9404	12379.5371	0	0	0	0	0
F8VQK3	5091.2622	5542.0415	6770.2295	6485.4541	3738.9314	5646.3901	5231.3994	4743.6079	5415.4102	5328.1221	4133.1929	0	0	0	0	0
G3UWD9	11230.8267	6386.9833	12940.7313	11042.386	9421.821899999999	5246.7604	11415.470000000001	7595.5695	10933.4823	5085.9316	9427.1611	0	0	0	0	0
G3UXL2	56486.0977	35581.0938	84557.6094	57508.1172	33679.25	33263.6758	47210.6953	45335.543	53464.3203	33276.1602	45405.1523	0	0	0	0	0
G3X8U3	53953.178199999995	44918.1992	72806.8506	54890.1988	51841.5967	45963.2649	57101.1299	40545.9612	62508.0806	38697.8672	47423.7407	430.6246	578.5362	0	0	0
G3X8X0	14515.351499999999	12030.0437	19856.9523	15611.8756	13699.063100000001	12311.901100000001	14968.9716	12187.5151	14218.8445	11483.600100000001	12827.3158	0	253.4556	0	0	0
G3X939	33244.3546	21507.192799999997	47090.4805	26437.9087	25549.6085	13249.9321	30758.7281	21814.0288	33536.0089	10990.8951	25537.6187	0	0	0	0	0
G3X972	58755.9149	41832.1797	75760.002	50985.1071	51720.6829	37601.619399999996	56688.2601	44786.9414	64697.2355	34241.2498	47520.0726	0	0	0	0	0
G3X9B1	10341.3586	7980.1277	13201.0767	10506.3494	9846.018	10249.5539	10076.9395	9831.7363	10296.6675	8577.2182	8619.1114	230.6565	0	0	0	0
G3X9C2	102386.0745	41741.542	123980.6106	33112.4438	18018.1045	11366.6948	33644.8503	15294.7798	127232.5696	14753.7314	19845.9386	0	0	0	0	0
G3X9F6	17557.09	16601.7227	24975.1689	21876.5611	21536.074	15449.3056	18030.0013	17894.018	18399.9801	12630.9815	17668.4394	301.9867	0	0	0	0
G3X9J0	1976.1942	983.8653	1873.985	1280.2627	1315.125	1037.9604	1199.5265	1337.7568	1800.4358	569.366	898.0912	0	0	0	0	0
G3X9K3	8337.2998	8109.5791	10496.7832	10217.5557	7647.6743	6149.457	8131.916	6708.0469	7144.5063	5618.6289	6255.6533	0	0	0	0	0
G3X9M9	5583.1089	3319.1057	6466.3599	4652.2197	4475.583	3240.5029	5319.9902	3482.2039	5478.1548	2625.407	4790.5942	0	0	0	0	0
G3X9Y6	61114.6524	32395.9102	77728.2089	44505.6973	57866.292	35804.4688	59338.7519	31981.1426	60038.6885	23918.1079	57288.7227	628.9774	487.0553	0	0	0
G3X9Z4	1972.631	1962.8807	2997.8057	2052.6748	2128.8826	1909.0509	2945.3569	2267.2224	2410.3105	1398.6105	2140.4819	0	0	0	0	0
G3XA57	6297.7842	5624.2482	8788.8528	6577.1054	6725.3921	5098.7939	6219.9704	5143.0977	5921.7762999999995	5168.9841	6341.9951	0	0	0	0	0
G5E829	78787.5771	53099.9268	98468.1114	74148.38	65201.4048	59853.7641	78505.8867	58982.410599999996	89109.664	48550.9314	64860.7169	356.88	0	0	0	0
G5E870	42116.2981	33391.313	55991.6059	44497.7833	43009.015	32544.9973	40537.623	38597.6206	47922.296800000004	31357.0297	37472.4718	1068.5842	0	0	0	0
G5E897	10122.2517	11602.829099999999	14403.363299999999	11918.4854	8528.004700000001	11784.815	12286.102599999998	10842.1431	11432.934099999999	11892.3286	9520.4294	0	0	0	0	0
G5E8K5	271033.9911	151276.9852	341386.6432	213319.5791	225824.5482	117323.30589999999	243753.7777	154743.60629999998	264392.1328	113196.2424	203629.2929	681.1159	1455.4858	0	0	0
G5E8V9	30107.1282	24937.6953	40597.833	33200.3219	25718.5632	25268.9715	27472.1745	22700.6439	31920.5096	24764.521500000003	23096.7146	641.0531	0	0	0	0
H3BJD6	6870.9868	6460.5591	9219.4395	7058.499	5740.2729	5372.7783	6068.0781	5722.8877	8918.6807	5805.5933000000005	5113.7896	303.673	0	0	0	0
I7HPW8	38082.7482	30020.8639	52601.4517	39958.3771	32722.5837	27327.289	40992.4687	33828.3182	37416.3639	22830.6556	37604.3126	236.7705	0	0	0	0
J3QNH8	13099.5303	10713.3584	17352.7988	13233.8193	11448.5205	9661.1641	11172.3828	9100.5615	13232.416	8617.46	8740.4297	477.5446	491.308	0	0	0
O08528	24796.29	28344.398500000003	36798.1621	36872.2471	34259.311499999996	34652.8477	26307.3134	24694.1446	35203.5879	26363.8203	26560.938499999997	398.0686	581.4315	0	0	0
O08529	109244.344	107051.06109999999	139320.1591	111460.7271	80250.9814	128469.8769	91697.6367	100677.8937	114212.3998	96867.4396	72517.6085	1650.1587	302.759	0	0	0
O08530	2817.4978	3745.1309	3586.4978	4155.6431	2748.376	3478.2732	3178.4548	3200.3167	3790.3428	3436.4124	2053.0266	0	0	0	0	0
O08532	59234.3594	45834.5527	74186.7778	62495.6969	54257.817800000004	72989.1142	56952.9676	40143.2305	63976.1982	43710.9812	51366.689	0	0	0	0	0
O08547	67159.8852	52043.952099999995	89489.959	71348.4766	64344.77099999999	53077.935999999994	71538.7652	57937.1514	71604.7081	49973.3106	46955.206000000006	0	1176.4594	0	0	0
O08553	158826.74430000002	152761.4637	195911.2198	159868.5552	155608.0755	200086.8477	152942.51320000002	136031.8517	177348.6469	130909.7213	115616.5965	239.1997	0	0	0	0
O08573	1215.3497	1527.3457	1870.0835	1626.2697	620.4846	2753.7024	790.1519	877.4363	1133.5341	1878.4006	874.3864	0	0	0	0	0
O08579	3053.7251	2907.2576	3398.6792	3159.801	2309.0894	3025.3042	2393.9988	2090.9231	2724.5732	2866.0459	2787.3333	0	0	0	0	0
O08582	26415.5439	19188.034	30946.0786	26328.420400000003	18420.6984	21533.4951	21623.5762	18452.8469	26272.0228	15335.297199999999	17147.5545	0	0	0	0	0
O08583	23995.9013	21139.5031	39464.5078	28318.8366	25604.733799999998	25496.9145	24769.3098	24503.3303	27801.0987	24689.818399999996	21971.0316	1236.8762	0	0	0	0
O08585	88204.4326	60938.081399999995	118099.5221	84691.1602	83148.4754	63072.5042	84989.65950000001	80411.3579	91225.242799999993	57581.5551	72370.7733	2091.2255999999998	1067.1095	0	0	0
O08586	50669.4726	37799.9883	61693.4755	50568.7803	43879.914099999995	42866.915	47770.7705	38680.9873	46775.5762	36998.9004	37950.2881	0	0	0	0	0
O08599	28930.7197	28379.9689	37281.0117	29665.4038	24292.6243	24923.4647	29129.887600000002	21310.4011	32569.7432	21886.697500000002	23660.7576	494.4135	376.2944	0	0	0
O08600	34392.5005	16285.8008	46894.2055	31333.9356	34580.301	13754.0079	40655.2439	24350.107	34601.498999999996	11671.1392	35340.5881	593.9133	0	0	0	0
O08601	68510.93950000001	41400.0786	76123.8291	70804.2514	68275.5024	32988.084	65839.6958	52379.7207	55977.2324	29033.2196	49973.9717	514.0471	1043.8595	0	0	0
O08638	160102.7567	175791.4018	250406.1562	209924.5242	199576.9003	220419.2055	201116.7138	136989.7272	283223.169	168530.4406	171589.59470000002	3048.6453	1340.1246	267.343	0	0
O08648	12670.5278	8774.9221	16851.8443	12494.5281	12625.6794	10331.9787	12397.4322	12244.100300000002	11659.8638	9561.854	9982.3823	0	414.4795	0	0	0
O08663	36353.3216	27561.5002	47692.505000000005	36750.0937	27521.5375	23684.471400000002	36209.9498	31069.2473	36545.1602	24299.7006	28888.4715	0	0	0	0	0
O08664	12736.2256	8532.6797	17262.3184	12515.585	12667.2578	7880.377	13935.1514	10561.5107	13643.7627	6739.3516	12157.9609	0	0	0	0	0
O08677	63348.8285	141769.55240000002	91259.784	87082.8732	65533.3381	306599.9402	71203.3411	127470.1902	106079.4206	260485.75689999998	42673.0485	3382.9176	0	0	0	0
O08691	8582.0322	13264.9912	12348.7676	15980.4053	5429.1816	29466.1406	7075.6289	12994.3965	10111.04	20500.6074	5932.8003	1048.8245	0	0	0	0
O08692	9486.7192	7271.6917	11704.645499999999	14114.3784	11710.7966	207187.17190000002	11659.0844	19215.5192	14657.1532	11623.0569	6171.9733	0	0	0	0	0
O08709	18039.851	14054.0586	27519.177900000002	14631.6426	14373.329300000001	11072.5129	20494.2635	10025.7984	20419.8985	5986.3348000000005	15697.1025	0	0	0	0	0
O08715	21788.7988	17459.2719	26588.0781	24241.8736	19462.2725	12273.4856	22571.7871	16701.7241	21794.0337	11644.271	18464.4304	292.7607	621.9229	0	0	0
O08717	6351.334	4095.5518	8329.3506	5663.6592	5900.3462	2753.2451	8206.1514	4014.9778	6335.6357	1527.3584	5410.1353	0	0	0	0	0
O08738	19767.5078	13478.4775	24587.9766	15490.3896	15656.5439	14233.3652	17195.8965	12395.2695	18236.8633	11850.6289	13710.001	0	247.7403	0	0	0
O08739	5755.6025	4926.0098	6650.8071	4352.3506	5219.8857	5318.6699	5485.3335	3469.1074	6332.7148	3224.3826	4307.9839	0	0	0	0	0
O08749	234429.9412	134401.323	302075.20889999997	182320.56650000002	197786.1717	95149.5844	218931.4684	135531.58669999999	226327.0317	79332.5301	186041.7664	1443.0901	0	0	0	0
O08756	15857.0068	8422.2595	17870.6894	13229.9087	11871.6509	7824.6748	12532.660199999998	10007.6138	16683.8404	6613.853999999999	12022.04	358.0043	527.2097	0	0	0
O08759	71933.3335	58810.9936	90035.25720000001	65211.9519	59745.9361	62447.3015	70481.4892	60464.5225	71350.0376	51137.524399999995	56724.2193	255.2263	0	0	0	0
O08784	25472.417	23892.795	34943.8643	26001.1806	22138.4824	36964.4013	23204.7148	26305.3252	28897.846700000002	25374.2363	17582.0801	888.1591	0	0	0	0
O08788	179716.2701	134222.717	250562.0641	157375.8647	154185.4285	145115.5604	183640.5366	152961.1819	180574.5901	115702.1294	150359.7384	2296.1449	2237.9202	0	0	0
O08795	113527.0912	89461.5459	147003.2995	116327.5737	96132.5787	80836.4885	107257.0362	100307.7899	104441.4599	81182.84389999999	91275.7972	2026.1435999999999	754.1959	0	0	0
O08797	30837.6426	32026.0464	35407.003899999996	30898.5967	23794.7779	32687.070799999998	25711.372499999998	27026.2588	26252.654799999997	37957.5918	19521.5049	0	0	0	0	0
O08800	2627.0251	2086.1975	3396.3572	2507.9619	1801.441	2142.6667	1962.5493	1251.6772	2712.9985	2203.4717	1717.1572	0	0	0	0	0
O08807	12252.325700000001	14051.5317	15296.0229	20440.459	13626.7134	11292.1582	12822.3316	16383.715800000002	13966.309099999999	17378.8618	13933.3775	0	296.7214	0	0	0
O08808	65206.89839999999	60361.191399999996	90041.7803	68819.4248	61543.3018	65129.361300000004	63262.6552	68377.68059999999	68373.29980000001	56796.9931	53999.441399999996	2396.8376	1498.4178	0	0	0
O08810	72164.6446	52599.433	96661.3716	70201.5865	63625.572700000004	63401.963599999995	66959.4849	62860.9624	80730.6022	62007.2709	65104.1758	690.0977	643.2253	0	0	0
O08848	7370.1934	4477.9946	7395.3555	6524.5166	5045.4639	6149.29	5685.2466	4429.8379	5261.0049	4304.4087	4035.2102	0	0	0	0	0
O08914	89511.9109	66879.3657	115971.3599	91872.2601	76776.8249	44370.7293	90111.2427	59955.252199999995	73745.3158	43077.0003	70075.1606	0	610.7271	0	0	0
O08915	10680.7305	10709.4114	14502.848699999999	11942.464600000001	8959.6678	14745.642100000001	10806.2385	10919.766099999999	10832.4712	9268.0452	9686.337800000001	0	253.0607	0	0	0
