Protein ID	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT...49	MT...50	MT...51	MT...52	MT...53
Q8VIM4	46357.789000000004	25512.281199999998	63504.8027	22386.7676	31941.2373	6010.401400000001	35353.7324	13137.5488	44390.7852	9330.5512	29170.4492	0	0	0	0	0
Q8VIM9	4992.8325	3999.7007	5586.7959	4876.0752	4519.6753	4140.7134	4105.0562	4390.3428	4661.2085	3089.9236	3318.5112	0	0	0	0	0
Q8WTY4	2842.5149	1327.4694	3263.1162	2843.5859	2802.2991	1483.3212	2933.7783	2166.3242	2529.2937	1775.4701	1697.5824	0	0	0	0	0
Q91UZ1	10912.666	7892.3716	12772.3955	8735.7715	7323.748	8056.7476	8846.7197	6469.6289	12133.3828	5276.9883	7278.7925	490.6393	0	0	0	0
Q91UZ5	8561.1016	7047.6209	12010.7759	5849.1289	8255.2966	5290.852	9019.1826	5723.8655	8227.206	4247.3965	6243.2949	0	0	0	0	0
Q91V01	20857.5456	12968.9752	27312.3674	22781.5434	18290.3247	15426.8655	23528.341800000002	15290.1257	22271.701500000003	12650.9924	18408.7087	0	0	0	0	0
Q91V04	40296.8105	29390.5202	50833.3782	36474.8707	39985.1282	25587.0538	45523.198200000006	35311.7028	43371.280999999995	25667.686299999998	29249.1243	390.2842	461.86130000000003	0	0	0
Q91V09	8251.9199	7376.1108	12703.4189	9637.1982	8297.7793	6417.8364	9226.6143	6584.4653	10267.7432	5283.4321	7812.7798	0	248.3208	0	0	0
Q91V12	40805.753899999996	40675.1484	50423.548800000004	48281.130900000004	29547.5488	40464.4746	38016.5351	42897.253899999996	38295.2637	38338.3223	28949	1487.6893	0	0	0	0
Q91V37	5393.8159	4308.2651	7813.5928	4096.2646	7346.04	3640.1152	5639.4819	5695.708	6739.3818	1726.1785	4437.5869	0	0	0	0	0
Q91V41	35365.9435	23897.5738	40196.6564	30333.6618	28515.2343	21867.9856	30128.565599999998	21863.2117	30898.2282	18910.9821	25914.9889	0	366.1526	0	0	0
Q91V61	33853.8404	22659.4248	44213.5976	27173.0488	29925.2116	26748.8934	34977.2033	22727.7426	34716.1491	18568.014900000002	25928.0156	547.7917	415.7682	0	0	0
Q91V64	13774.2095	8328.7428	17824.5752	9446.1106	12566.3814	10707.2905	13018.613299999999	7172.1955	14276.3384	5728.1907	15723.4385	0	0	0	0	0
Q91V76	71469.3603	34040.0766	104072.7818	80783.1715	73715.5856	24601.237100000002	86167.8023	50308.3477	78541.5952	26086.8437	75709.7773	0	0	0	0	0
Q91V88	1800.3696	2270.0999	2733.469	3272.436	1941.9272	3628.3889	2445.1763	2587.3733	2456.3899	2415.2542	1179.9705	252.6607	0	0	0	0
Q91V92	174878.6159	148993.1334	252157.72100000002	218956.2855	190074.5399	106265.0873	201301.9193	121870.4622	215050.0661	82012.25110000001	181441.0782	0	431.6668	0	0	0
Q91V95	2554.8262	2971.6692	2807.3506	3339.9458	2403.2915	3648.647	2927.4426	3016.3235	2567.7634	2752.4172	2106.1902	0	0	0	0	0
Q91VA0	260915.1943	80088.8403	304398.5221	167760.3103	208800.141	48329.806599999996	262480.6934	111163.7708	218684.92310000001	42628.7776	218507.3281	315.5715	2371.9195	0	0	0
Q91VA6	39915.5359	25972.7676	60299.645000000004	36741.2449	38519.615900000004	21349.5467	42232.2741	30185.8332	44220.0581	16960.0034	34396.7906	0	0	0	0	0
Q91VA7	40086.2904	24203.4663	48221.9184	32547.2726	32851.7309	17774.1779	35678.619099999996	20836.4074	40546.5595	17262.953400000002	33977.8598	0	419.6979	0	0	0
Q91VC4	36705.8706	27703.8463	46145.1299	36332.1641	30808.1314	22898.9173	39165.1832	24390.0493	39260.8291	21196.191899999998	29717.5801	919.8015	649.4655	0	0	0
Q91VC7	15811.1304	12774.0141	24355.5381	18455.8911	11164.137999999999	11349.3931	14806.8982	9429.4969	19007.2275	11866.568899999998	11810.4202	0	0	0	0	0
Q91VD9	419150.4356	209355.09100000001	541616.9128	317644.2639	358905.9118	157353.7466	399922.9982	238074.6249	435685.245	145600.7597	344551.0917	1317.3227000000002	3589.4743	0	0	0
Q91VE0	7710.7188	5540.8418	7579.2153	7813.2192	5421.3315	5758.2212	6830.6758	5332.8188	6755.0552	3589.7676	5368.4531	0	0	0	0	0
Q91VE6	14624.9936	12897.3713	20146.572200000002	17487.2251	13379.1211	15238.6551	14335.905299999999	13690.4912	16064.5996	12944.8215	12872.0161	506.9258	603.0768	0	0	0
Q91VH2	83832.6847	67559.0471	119766.9189	89796.971	85874.9884	70317.7366	83896.1102	71772.8251	86627.7547	57234.335	73648.9185	310.4128	535.33	0	0	0
Q91VH6	15255.9834	10604.8086	18642.168	17446.2051	10916.1592	11659.3906	16310.1396	15148.0098	13959.5059	10591.6006	13466.2705	0	0	0	0	0
Q91VI7	78438.8381	61010.4977	117569.6601	87395.8144	72999.0535	75799.3315	86879.2066	65188.3235	83717.6263	63476.096900000004	67783.0916	1511.7819	575.5111	0	0	0
Q91VJ4	73480.2871	55850.1772	99310.9043	72354.9301	70020.7529	56814.8716	74326.3247	61493.9277	75790.70169999999	47613.8091	66955.1641	1070.8623	306.3541	0	0	0
Q91VJ5	16288.583999999999	12936.6919	22025.2329	16036.0674	14724.731899999999	14223.1636	15396.524	12916.563	18281.6719	11770.6147	13883.0461	437.6659	583.3718	0	0	0
Q91VK1	35058.707	33181.3418	44074.1846	35607.1143	33587.9063	34609.6094	37377.7861	30822.5293	37257.4541	29374.3701	28596.1348	1390.8154	0	0	0	0
Q91VM9	191066.5368	101019.4746	270995.9786	179693.1159	189570.8262	88039.7641	211083.0717	125745.3196	197323.0547	75826.7786	179962.4643	1166.1366	4256.892	0	0	0
Q91VN4	47981.8847	25658.8669	66627.6109	35523.3674	42679.2598	17158.1233	47118.7388	25641.1023	50472.693400000004	16938.2444	41648.0403	807.5556	513.3277	0	0	0
Q91VR2	219391.7302	136861.7736	294948.8733	200998.3627	190354.2467	86980.6342	227713.483	129266.21310000001	219829.54630000002	89003.9054	187152.10520000002	1319.0841	1426.8128	0	0	0
Q91VR5	170987.29750000002	124774.2608	228006.7893	164696.0984	154223.5006	126218.23760000001	170332.5763	135278.2324	178521.0424	111779.0974	145340.5191	3825.2558	2415.3496999999998	0	0	0
Q91VR7	1334.2788	1087.6235	1450.9512	1405.7761	1222.8304	866.8497	1179.656	876.4519	1532.1414	1038.1926	886.9355	0	0	0	0	0
Q91VR8	35604.3155	29799.0469	41781.9219	31681.695399999997	26405.2901	34458.5058	30457.778299999998	26476.192300000002	36422.9258	23911.7568	22991.081100000003	534.8372	0	0	0	0
Q91VS7	3241.2805	2787.5942	5516.3276	3677.1707	3991.6138	4466.5864	4928.2319	2510.5688	4457.9092	2174.6187	4395.2578	0	0	0	0	0
Q91VS8	45599.480500000005	27446.4922	59048.0918	41402.1797	43395.5956	22345.4736	50304.2871	25555.153299999998	46541.2802	16600.519	38720.5791	0	1116.4884	0	0	0
Q91VT4	132221.5879	57319.5587	148593.2627	111212.77369999999	105147.7982	46084.5699	111373.24620000001	72308.7297	110504.713	43909.5503	92473.571	335.7461	0	0	0	0
Q91VV4	8024.5752	5008.2964	10115.2656	6845.0703	5598.8486	4994.6514	6712.1421	5842.0752	7291.918	3705.9417	5996.2886	0	0	0	0	0
Q91VW3	2834.2385	4291.5293	4914.499	6029.8257	2501.5391	12272.7705	3463.0537	4405.0103	5999.0684	5658.5615	2220.551	0	0	0	0	0
Q91VW5	174428.2912	124586.373	225656.7614	165196.60570000001	144119.3652	121987.7269	158990.3413	133335.8478	175541.5089	103717.6191	137420.8313	1970.7646	1247.0406	0	0	0
Q91VW9	5388.6372	3613.1431	7383.5449	6102.2432	4895.5781	4237.7817	5838.8354	3493.8911	5376.8237	3694.9771	4992.2563	0	0	0	0	0
Q91VX2	13568.0112	11974.2793	19132.591800000002	14130.6538	12680.7182	9617.444599999999	13185.5447	12237.955199999999	14002.4285	11121.6579	11190.5393	0	0	0	0	0
Q91VZ6	12681.6064	9534.1699	16847.5312	13840.4092	11492.6934	8968.2324	14058.3672	9344.915	10251.1416	8059.0664	12021.2803	424.3111	365.381	0	0	0
Q91W18	25828.8516	20136.874	33464.8242	25489.0791	22604.9179	22687.9941	26354.7451	19394.7968	26788.877	17643.891600000003	20312.6641	297.083	354.2932	0	0	0
Q91W34	28091.8574	20738.7773	36089.9453	24119.9922	23130.748	18823.9238	26621.2012	20697.168	27651.502	14792.5381	21373.2246	0	0	0	0	0
Q91W36	1470.8131	1521.36	2037.2859	2122.0706	1413.9244	2594.5476	1620.2629	1878.1602	1721.4492	1334.6306	1369.3824	0	0	0	0	0
Q91W39	10141.2627	8598.6059	14756.876499999998	10861.060099999999	11550.9414	10362.2099	10133.325700000001	9837.4258	11329.9395	9004.1446	8424.4019	0	0	0	0	0
Q91W43	137034.1884	72466.4405	185747.9528	111201.7339	166586.2608	83467.921	171715.8877	91071.967	133322.4239	54327.5119	128801.9687	381.3487	1563.6407000000002	0	0	0
Q91W50	60927.059	43090.2357	80727.561	58671.8748	52233.880900000004	48593.8033	57256.9917	53046.123	57628.3841	40074.7034	54998.5124	1852.0106	1301.4421	0	0	0
Q91W52	25678.8828	15483.3418	32642.0781	26817.7129	15553.5	10497.1113	26356.0938	18309.9805	27256.6777	13140.5752	20934.8574	0	0	0	0	0
Q91W53	14179.9902	9824.27	19343.736299999997	14718.456999999999	11579.9034	9139.3288	14263.544	10592.463800000001	15713.6319	9633.560000000001	11563.9712	0	0	0	0	0
Q91W61	11084.7539	6240.6826	14233.0215	10613.8516	8549.0869	8514.8525	10100.8145	7859.5459	10490.7246	6593.1548	7791.1309	662.1559	0	0	0	0
Q91W86	29992.6658	22567.4374	39177.3355	30840.3888	25790.0062	23161.3598	32136.129100000002	22098.2705	37355.2448	18956.0059	27490.165800000002	714.6949999999999	519.9524	0	0	0
Q91W89	47425.8186	29029.8556	68854.3731	47336.3467	45319.6943	33276.6938	53076.2984	43660.307400000005	49421.5254	27381.4946	43403.6588	0	0	0	0	0
Q91W90	31608.3598	34721.6459	46874.7856	48590.715299999996	26761.3696	35755.1582	36075.7115	38968.872	39211.3603	39765.9458	31227.4717	1834.2992	0	0	0	0
Q91W92	6990.4707	5642.552299999999	9901.9192	5799.0393	5691.5095	5962.1068	5132.4424	4921.3698	6235.3113	4094.0066	4778.3207999999995	0	0	0	0	0
Q91W96	2795.9578	1792.8171	3720.4258	2128.4043	1943.1128	2417.1995	1694.0917	2108.7036	2502.322	1975.8363	2062.3118	0	0	0	0	0
Q91W97	9075.5176	5116.3398	10826.5186	6195.2974	11353.8535	5664.5557	8325.0791	6169.5229	6848.479	3829.2314	6067.8999	0	0	0	0	0
Q91WA6	3825.3899	2290.6902	5414.1084	3698.927	3602.5935	1536.7959	3413.2849	3252.4885	4778.1123	2036.2158	3194.0032	0	0	0	0	0
Q91WB4	21094.153299999998	15654.579099999999	24230.2226	22814.4219	17767.9541	13958.8975	18790.9102	18640.261700000003	17023.9268	12375.645	17370.2974	0	0	0	0	0
Q91WC0	44081.986899999996	23132.6879	47628.613300000005	37574.3769	38474.0147	18493.612	41708.0501	27902.4798	41756.9031	18344.5038	33920.8931	714.4239	0	0	0	0
Q91WD5	96576.275	56606.274099999995	130363.0747	87251.4298	84493.2037	40928.4957	103565.4182	59941.0694	96168.0055	45749.6231	78505.5056	926.8218	2965.3836	0	0	0
Q91WE1	6035.3086	4508.7627	6771.5952	5339.9644	5229.3667	4260.2969	4745.355	3909.946	6328.1982	4190.8491	4768.7744	0	0	0	0	0
Q91WE2	9596.7744	8104.2729	13266.5703	10384.6885	7893.8047	8121.6445	8900.5713	7950.689	9961.2627	7556.4658	8079.6484	0	0	0	0	0
Q91WE6	20069.228	15840.959	24838.699699999997	20319.5791	17678.3716	14769.8418	20650.0059	15422.1963	20017.6889	12613.9599	16107.376	0	361.2627	0	0	0
Q91WG0	57755.687900000004	30223.6688	76785.3437	67396.2602	55362.8212	21841.7219	73511.0932	48404.8336	63069.6587	21677.3189	56965.4292	0	0	0	0	0
Q91WG4	4719.4912	4528.1636	6780.8408	4415.8896	3870.2351	4186.8848	4419.7217	4414.082	5903.064	2623.0386	4125.6304	0	0	0	0	0
Q91WG5	7088.6384	4496.3087	8270.5923	5331.4340999999995	5811.185100000001	4459.7855	5221.7406	4157.746300000001	5727.5673	3763.2102	4510.2329	0	0	0	0	0
Q91WH2	13279.0596	5956.0962	16000.3701	10488.2314	11015.0459	3161.1763	12166.1289	7077.5542	10613.6758	3322.8552	9301.9023	0	479.5665	0	0	0
Q91WJ2	17986.8672	6359.5054	20086.3477	9219.9561	5077.0415	3485.4778	12568.4268	5311.2056	16893.9902	2217.7266	11756.0547	0	0	0	0	0
Q91WJ8	178873.4729	129774.7052	233005.0963	167445.60210000002	147969.0435	135427.0286	157049.9472	147352.808	177913.195	118864.712	146138.70309999998	1352.9613	650.0607	0	0	0
Q91WK0	67399.8876	56755.4173	82703.4262	70280.8267	50693.1774	65189.5302	67240.3673	61030.0533	68693.1075	52837.7337	55589.8756	1730.7448	0	0	0	0
Q91WK1	1504.2372	1848.178	3260.7876	1468.5406	1682.6053	404.5436	1497.546	1303.9056	1974.2489	953.8195	1689.6021	0	0	0	0	0
Q91WK2	12351.528300000002	9378.166000000001	17390.6718	14171.2251	11750.2451	11186.211899999998	14087.8154	11261.840400000001	14051.312999999998	9073.2139	11039.751	0	0	0	0	0
Q91WL5	5154.5952	6912.0015	8434.0195	7526.7222	6395.3706	5366.8662	8362.4131	7472.3257	6599.3623	5109.1694	5425.2666	0	0	0	0	0
Q91WL8	41084.596600000004	29566.6319	55926.984300000004	42730.3252	38259.5157	30151.649400000002	41801.4199	37053.624	48005.377	23613.3335	31672.285200000002	685.0623	432.8639	0	0	0
Q91WM2	3405.594	1534.8611	3788.1428	2626.9258	3346.2683	1821.776	3088.3757	2647.0918	3010.3914	1613.3431	2828.1216	0	0	0	0	0
Q91WM3	9823.8721	8413.004700000001	12623.0645	9256.1846	9881.9668	8671.0159	10643.979	8939.1748	11426.626400000001	7103.1903999999995	9179.9441	284.6566	260.1046	0	0	0
Q91WM6	3942.8555	2410.6875	4858.5186	3604.6335	4115.1519	3242.4832	3495.4097	3198.7236	3381.3865	2151.6665	3219.8333	0	294.1589	0	0	0
Q91WN1	25385.7676	23316.1777	32087.9629	24705.2402	17768.5176	17511.2324	21134.3301	20361.4961	26699.8516	18757.4473	18187.8438	671.4292	353.4093	0	0	0
Q91WN4	54933.7331	29052.7368	70982.8818	47911.2984	51410.8146	21196.3272	57976.5656	34052.3969	55472.3979	15148.8424	54847.8987	1144.3313	707.4839999999999	0	0	0
Q91WP0	13498.9932	17530.9219	23644.8809	21803.4414	18263.7793	20475.3496	20275.0508	20254.166	24624.1426	32009.6641	18436.4668	1730.4595	526.0369	0	0	0
Q91WP6	15650.2927	15964.155999999999	21200.185699999998	16329.6355	15661.6867	57762.627	12988.6811	19911.2294	18556.2387	34675.0034	11907.7629	444.9813	0	0	0	0
Q91WQ3	14858.2129	10005.1406	14895.0166	13670.4404	10377.6904	9195.0459	12967.6797	12102.1719	13710.8721	9869.71	10003.6934	0	0	0	0	0
Q91WQ9	17116.8105	6639.7305	21565.0332	13630.6611	17549.8711	5733.8911	17750.5723	10218.4609	11773.0186	7901.8828	13322.4502	0	0	0	0	0
Q91WR5	295133.6068	132100.3257	339246.119	217627.4198	253400.328	99856.6707	292552.8331	156916.19079999998	269681.3958	86371.50230000001	246850.8601	3226.4692999999997	5997.1905	0	0	0
Q91WS0	155967.3278	77901.8935	214611.7804	130255.9168	138064.7656	57694.8053	169136.14130000002	99465.7194	162483.5758	49665.9053	138808.7089	431.523	569.3943	0	0	0
Q91WS7	3563.2	2362.4497	3983.9548	2399.478	3123.5276	2036.552	2396.1926	1979.8285	2698.3533	1521.8729	2125.4993	0	0	0	0	0
Q91WT7	58907.6831	31865.273	81640.3936	66999.4822	30375.911	18725.5556	54582.9432	43524.3889	59907.2558	22695.0608	51082.6887	533.5759	489.8589	0	0	0
Q91WT8	6154.5801	3195.2388	8911.2676	7022.145	6083.9097	4496.7017	6462.3398	5582.4448	5717.6343	3878.8452	5695.4292	0	0	0	0	0
Q91WT9	185002.7484	91628.228	241957.9102	182266.7125	123622.2984	53578.576799999995	175337.1463	115564.7928	190515.4859	63564.9858	147949.7319	1487.6128	1532.0133	0	0	0
Q91WU0	82434.0166	44560.750700000004	90891.1626	88064.4137	70924.3665	25050.6833	84272.8787	61629.2768	68253.429	30278.3718	57495.8611	469.8759	0	0	0	0
Q91WU2	7532.3008	2749.2146	8212.3408	9537.1855	3049.6677	1538.4556	5948.1768	3387.8037	6105.7148	946.6138	4851.7119	0	0	0	0	0
Q91WU5	108996.1484	84884.5169	152140.2617	117756.0054	102068.479	63471.313200000004	108956.6938	91896.0649	107308.4272	57033.949	98110.2975	886.8649	1318.4090999999999	0	0	0
Q91WU6	8461.2979	6476.5322	11005.8232	8890.208	7799.2222	8171.7388	9956.6299	7552.6846	8450.0303	7550.8833	8234.6143	275.6525	0	0	0	0
Q91WV7	196291.47890000002	97008.117	276690.2351	187072.9236	111912.165	59908.071800000005	199439.28089999998	104542.1945	224481.2497	42457.6163	191428.7447	539.9841	923.3988	0	0	0
Q91WZ8	4916.6904	3278.9124	6083.1641	5647.4546	4245.856	4574.061	5440.7466	4796.2822	6537.4595	2904.3906	3782.3591	0	0	0	0	0
Q91X05	13368.8877	5592.0559	14675.2949	8760.4621	12281.4463	5237.6485	13054.258399999999	6658.4995	10086.8894	4122.1988	11545.5327	0	0	0	0	0
Q91X17	75393.90209999999	138088.9468	94758.0941	99444.55840000001	55819.043	400476.2651	64000.9491	95933.4252	86628.4794	143372.3744	53508.603	3176.1157	306.105	0	0	0
Q91X20	5143.2485	3729.792	5582.1309	4925.2827	4133.7075	3716.386	4470.1514	3389.4521	4546.1196	3355.0676	4040.7092	0	0	0	0	0
Q91X43	10502.7109	11144.2285	13037.7822	12771.1113	9989.4082	15865.6191	10307.0996	11376.918	11074.3066	11508.5273	8841.6348	0	0	0	0	0
Q91X52	98961.1562	48917.053700000004	105449.205	68520.7061	90643.32029999999	54737.836500000005	83494.4883	56497.335900000005	75852.8418	24184.1294	85682.457	0	0	0	0	0
Q91X72	106618.3937	200302.7034	142268.9293	133707.808	100114.2148	400781.3787	99050.9512	196850.2687	154305.6135	413607.9813	65622.0226	7969.8015	758.2577	0	0	0
Q91X78	28952.041	16935.5137	32354.7715	26505.3145	21899.248	11543.4727	26846.1465	16864.0527	24115.7207	10400.1074	26750.3418	0	0	0	0	0
Q91X91	23773.917	13673.954	27849.5498	20824.0933	18859.296299999998	12908.395799999998	22320.2241	17955.8665	22016.304500000002	10878.3939	17472.625500000002	0	0	0	0	0
Q91XA2	5158.7581	8930.8362	5772.704	8945.729299999999	3812.1868	18816.1043	4076.7267	12308.4026	5176.199500000001	13769.9826	3378.6439	569.7072	0	0	0	0
Q91XD2	36593.672300000006	29950.436	51328.8502	39789.4287	40154.6607	33614.6016	43205.6187	31093.9888	39186.8628	22549.2978	35194.2749	864.3595	456.9278	0	0	0
Q91XD4	30017.0772	21113.8252	38583.0879	23858.279300000002	18927.288099999998	15309.0175	26549.6827	18201.4566	31156.4199	10881.8442	25128.0498	0	260.8921	0	0	0
Q91XD6	32964.3706	24132.6377	36587.1582	31347.4824	28200.2134	18202.1791	31839.5845	20322.7657	31227.9106	19916.485800000002	26525.8998	0	0	0	0	0
Q91XD7	36054.378899999996	29347.75	46258.8838	36729.6415	30167.7154	24687.182699999998	37908.3008	27588.3632	38345.625	23214.9956	30798.8878	351.2219	752.7583999999999	0	0	0
Q91XE0	159489.2973	71283.4491	187855.82489999998	138081.9977	153311.08	50774.5951	154564.00699999998	104141.4334	132205.2065	53480.9768	142233.4324	871.7043	1238.0632	0	0	0
Q91XE4	164604.6358	55363.2687	216090.3799	143661.8599	112306.0834	43810.1438	160396.7515	100718.72929999999	151026.7628	50724.236	137854.5634	684.4936	2101.6374	0	0	0
Q91XF0	39873.2919	22680.0152	50772.0185	33916.403	33829.1069	16371.904700000001	38058.6975	27955.5554	38638.7997	15124.5548	31393.2618	255.83690000000001	447.7251	0	0	0
Q91XI1	47534.0466	33991.7234	61061.032699999996	41999.2832	37208.6758	36352.14	41947.4326	35633.5856	46435.578799999996	27755.439	36817.3235	289.7207	367.7262	0	0	0
Q91XL1	10977.5947	17214.7312	15434.038400000001	15656.7039	10249.4902	47889.16989999999	11557.4246	18122.6966	14464.969000000001	34505.4057	8622.9365	0	0	0	0	0
Q91XL9	67518.9345	46436.543900000004	96491.4254	67662.17850000001	54933.7805	40201.3392	65589.5945	47336.2664	76295.9394	32795.7658	56696.2075	0	813.2103	0	0	0
Q91XU3	22695.235399999998	16697.9028	32515.6368	23242.095699999998	18562.9024	14284.983400000001	22352.1675	17338.274699999998	20672.144	11061.98	20363.5681	0	0	0	0	0
Q91Y97	825454.3153	434439.4441	977725.5686	725484.2679	778532.8098	328278.5363	866601.5842	547647.9483	756604.3089000001	265381.9328	712285.5734	3296.684	6614.9655999999995	0	0	0
Q91YD3	18579.145800000002	13561.0087	22035.9866	17868.6222	18328.020800000002	14701.6914	17738.565899999998	13921.9934	16318.6636	11166.1555	14778.212800000001	725.5709	0	0	0	0
Q91YD6	25156.6855	17784.1072	33129.9114	23302.5385	21897.2276	28521.0047	24425.872	21095.840799999998	26588.3427	20004.757	19814.7958	264.6597	0	0	0	0
Q91YD9	20494.0014	13482.4997	25848.2866	18045.8391	15780.8608	11922.0419	16753.4072	16262.9619	19517.3115	13104.5694	15291.1	0	0	0	0	0
Q91YE6	1152.65	1475.8875	1752.7762	1253.0684	1000.5844	583.1823	740.847	797.8438	1121.2437	910.1284	1369.1726	0	0	0	0	0
Q91YE7	2736.9321	2424.687	3841.3469	3226.9429	2052.7234	1926.1056	3031.3188	2304.5554	2402.4836	1971.5614	2639.1426	0	0	0	0	0
Q91YE8	11813.6953	13123.21	16198.1924	15383.0781	10037.8125	11890.1377	11995.8672	12881.8232	13212.7383	10894.1807	9805.9561	331.2825	0	0	0	0
Q91YH5	14454.7213	11584.835500000001	20209.8032	17708.4218	12928.262	14864.5938	15204.5834	13205.0873	15456.669399999999	13872.1813	11285.4756	449.3649	274.2478	0	0	0
Q91YH6	30837.9833	20824.656	39280.3879	26932.6086	34435.7356	17247.719	31417.7024	19100.1814	29652.9366	14651.7758	30357.0748	771.0529	0	0	0	0
Q91YI0	278332.1264	129079.8631	318281.42579999997	194188.784	312013.2574	85674.8648	268822.3481	152767.16640000002	229381.06840000002	79269.3374	236218.9785	492.8773	0	0	0	0
Q91YJ2	101804.6594	70875.2441	125821.8147	100862.7025	90900.9079	73825.9945	98521.94410000001	78150.598	100102.5364	59361.9632	84120.4132	2366.7763	570.5069	0	0	0
Q91YJ5	27745.134	17289.0271	35254.6128	24477.8335	23688.5127	15685.5275	24094.326	20500.5759	27578.2517	13769.5759	20833.9722	293.5613	512.0989	0	0	0
Q91YL3	15950.9609	11634.400599999999	20451.047599999998	13933.637299999999	13322.240699999998	14428.156500000001	15557.482899999999	11509.9104	18074.7156	10889.3812	11652.863700000002	646.803	0	0	0	0
Q91YL7	13416.176000000001	7345.3771	16786.7288	9921.041500000001	12258.5964	6600.1659	12777.533599999999	6507.6549	12889.131300000001	6045.9964	10538.4634	288.3812	0	0	0	0
Q91YM2	27635.8985	24583.5933	39057.6347	29561.1414	26343.0966	21935.106	26634.0173	25912.180099999998	30446.908199999998	20690.2232	25470.972999999998	0	259.7432	0	0	0
Q91YM4	16001.9009	9180.5401	19180.9485	13621.2092	15469.062999999998	8583.726999999999	14976.8278	11569.8415	13619.1919	8380.3981	12053.0892	0	0	0	0	0
Q91YN5	63000.218700000005	43031.6797	87711.3652	65154.6504	55388.0176	42561.361399999994	65416.373	51152.1406	59449.1006	41867.7471	56497.4081	0	0	0	0	0
Q91YN9	15705.4805	13973.0986	20624.4645	18389.6901	14979.5636	15954.2216	16744.1682	15127.750100000001	16460.175	13327.4609	13413.425	0	0	0	0	0
Q91YP0	108721.9756	48397.4924	156551.7968	90088.6794	98273.9717	35977.530699999996	113423.06970000001	60769.891599999995	106705.4954	40567.1772	96540.2487	480.6973	1081.6683	0	0	0
Q91YP2	25513.0905	17789.873200000002	33857.1792	24746.3442	26369.2672	18911.073	27063.233500000002	20363.1372	25629.9761	14784.2165	20838.9285	0	0	0	0	0
Q91YP3	3240.8613	2441.4163	4422.1963	3855.988	2861.0142	5761.8701	2876.3816	3254.2356	2821.2405	2261.3372	2614.6218	0	0	0	0	0
Q91YQ5	178610.867	155150.23560000001	243685.9841	217637.5938	164725.6015	131741.9128	201192.3862	173564.3168	196637.9461	138886.0041	168727.1544	1836.5176	1698.8938	0	0	0
Q91YR1	78182.4844	61754.313	91306.0078	82823.6006	71396.3847	71992.28080000001	76889.1665	65470.964	78875.7564	53568.0543	63496.5615	524.2473	0	0	0	0
Q91YR7	58415.2049	49596.226800000004	78215.7841	63897.8705	56776.4348	56054.6143	54321.3959	52940.0948	62041.9153	46415.566100000004	49962.0793	259.9653	0	0	0	0
Q91YS8	38011.8579	35335.7316	46270.3638	38781.7729	30983.9805	36358.219300000004	36664.1562	35612.4136	35938.9741	30110.7744	27069.344800000003	460.6669	0	0	0	0
Q91YT0	262312.396	153786.406	351725.98329999996	228428.3455	225883.0069	119620.9265	249285.85809999998	156888.4676	265217.9442	104795.8169	226837.7082	1139.3572	3942.8146	0	0	0
Q91YT2	5709.7627	4794.2676	7830.3652	5286.0942	5334.3281	4410.7954	4921.7168	4812.5034	5710.1152	3756.0281	3586.5247	0	0	0	0	0
Q91YU6	26880.7852	16857.8398	37047.3906	22578.5098	25991.3145	22481.0645	28993.4766	22608.1074	35972.4492	16191.9346	25741.7051	919.5641	826.6877	0	0	0
Q91YW3	72409.6	55171.9888	92959.8144	73968.9868	59325.3872	41974.274300000005	70796.0527	55288.1455	72653.5567	47239.027799999996	58125.8013	1372.2505999999998	509.6529	0	0	0
Q91YX5	21528.1939	16102.856199999998	31329.2799	26268.5747	16736.1117	16470.011	22020.583499999997	16132.787199999999	23675.9108	13983.5014	17417.8763	525.9917	445.9446	0	0	0
Q91YY4	23328.5547	14703.4404	25122.4941	19037.7148	20140.0078	12544.3477	19861.1699	14336.2451	22224.8965	10647.3936	14587.8926	0	0	0	0	0
Q91Z22	15555.2441	14938.1709	15620.2578	16060.3887	10539.8066	20845.2656	12600.5605	12343.2988	19411.4355	14756.8818	8933.793	0	0	0	0	0
Q91Z31	86868.2578	89618.3672	111042.1641	86110.6797	74453.2578	97506.0781	79667.1484	78264.1328	88352.6016	80021.5781	69284.4297	0	0	3098.7349	0	0
Q91Z38	37800.095700000005	30773.185599999997	50261.5508	34172.4854	36943.1455	27393.3174	37560.9082	33362.2246	41482.334	24627.753900000003	31456.553699999997	1626.8871	0	0	0	0
Q91Z40	28267.7134	33803.997	36667.7598	36257.952099999995	21407.979	30023.9243	27307.124499999998	34032.3281	28128.516600000003	30579.7373	22701.2046	0	0	0	0	0
Q91Z49	48486.652799999996	37993.6094	64024.6524	47052.4009	43830.942500000005	41641.481	43330.601	37576.991200000004	49266.5677	34210.8017	39724.2793	0	679.3857	0	0	0
Q91Z53	498728.0012	241891.5082	646638.5527	449711.3372	477231.15619999997	138193.1879	534644.5574	326566.1876	458463.38049999997	167907.3701	451290.8599	1171.79	0	0	0	2579.7437
Q91Z58	2306.3477	2906.4163	3542.1628	2488.5105	1812.3745	2265.6211	1831.7446	1350.7764	2171.9617	1820.5675	2220.0923	0	0	0	0	0
Q91Z67	12820.8632	10183.0308	15592.379799999999	12913.332	8769.738299999999	10232.9746	11612.5664	9629.804	11551.6133	10982.5977	8915.2334	0	0	0	0	0
